,TrackID,Position,TrackName,Artist,Streams,URL,Appears,Rank,SongIDs,Danceability,Energy,Acousticness,Analysis_URL,Duration_MS,Spotify_Song_ID,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Track_Href,Search_Type,URI,Valence,Artist_Genres
6,10,7,HAINE&SEX,Gazo,1707233,https://open.spotify.com/track/6Vcxzw4ifKqYxVrp3ckpVF,2,11,6Vcxzw4ifKqYxVrp3ckpVF,0.774,0.583,0.422,https://api.spotify.com/v1/audio-analysis/6Vcxzw4ifKqYxVrp3ckpVF,201427,6Vcxzw4ifKqYxVrp3ckpVF,1.55e-05,0,0.145,-8.649,1,0.169,148.018,4,https://api.spotify.com/v1/tracks/6Vcxzw4ifKqYxVrp3ckpVF,audio_features,spotify:track:6Vcxzw4ifKqYxVrp3ckpVF,0.323,"['drill francais', 'french hip hop', 'pop urbaine', 'rap francais']"
8,11,9,Bimbo,Marwa Loud,1478669,https://open.spotify.com/track/3ieLcaMIyl1Avm7JtHSk0d,2,12,3ieLcaMIyl1Avm7JtHSk0d,0.976,0.578,0.0939,https://api.spotify.com/v1/audio-analysis/3ieLcaMIyl1Avm7JtHSk0d,163520,3ieLcaMIyl1Avm7JtHSk0d,0.0,2,0.119,-5.892,1,0.115,113.03,4,https://api.spotify.com/v1/tracks/3ieLcaMIyl1Avm7JtHSk0d,audio_features,spotify:track:3ieLcaMIyl1Avm7JtHSk0d,0.803,"['francoton', 'french pop', 'pop urbaine']"
16,12,17,Mon poto - Extrait de la BO de « En Passant Pécho »,Kore,1106168,https://open.spotify.com/track/5qFOdxS3v8Dny9T4p2CUIy,2,13,5qFOdxS3v8Dny9T4p2CUIy,0.743,0.622,0.904,https://api.spotify.com/v1/audio-analysis/5qFOdxS3v8Dny9T4p2CUIy,183133,5qFOdxS3v8Dny9T4p2CUIy,1.66e-05,4,0.143,-5.332,0,0.136,140.054,4,https://api.spotify.com/v1/tracks/5qFOdxS3v8Dny9T4p2CUIy,audio_features,spotify:track:5qFOdxS3v8Dny9T4p2CUIy,0.317,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']"
27,13,28,Puta Madre (feat. Jul),Soso Maness,973931,https://open.spotify.com/track/76YbjMIB74nqaSSlmx5zLx,17,14,76YbjMIB74nqaSSlmx5zLx,0.82,0.929,0.0576,https://api.spotify.com/v1/audio-analysis/76YbjMIB74nqaSSlmx5zLx,187493,76YbjMIB74nqaSSlmx5zLx,0.0,1,0.0512,-4.435,1,0.132,132.046,4,https://api.spotify.com/v1/tracks/76YbjMIB74nqaSSlmx5zLx,audio_features,spotify:track:76YbjMIB74nqaSSlmx5zLx,0.651,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
38,14,39,DLB 13,Soso Maness,760811,https://open.spotify.com/track/64v5RSiSNrlLHRoynPHhQ3,17,15,64v5RSiSNrlLHRoynPHhQ3,0.92,0.696,0.243,https://api.spotify.com/v1/audio-analysis/64v5RSiSNrlLHRoynPHhQ3,161547,64v5RSiSNrlLHRoynPHhQ3,0.0,11,0.0942,-5.699,0,0.104,105.962,4,https://api.spotify.com/v1/tracks/64v5RSiSNrlLHRoynPHhQ3,audio_features,spotify:track:64v5RSiSNrlLHRoynPHhQ3,0.784,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
44,15,45,Toute la noche (feat. Maître Gims),Soso Maness,706706,https://open.spotify.com/track/7kmueDSUCCcDnEed0Tseow,17,16,7kmueDSUCCcDnEed0Tseow,0.905,0.804,0.409,https://api.spotify.com/v1/audio-analysis/7kmueDSUCCcDnEed0Tseow,185413,7kmueDSUCCcDnEed0Tseow,0.0,9,0.107,-5.274,1,0.154,99.961,4,https://api.spotify.com/v1/tracks/7kmueDSUCCcDnEed0Tseow,audio_features,spotify:track:7kmueDSUCCcDnEed0Tseow,0.234,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
83,16,84,3x filtré,Soso Maness,475957,https://open.spotify.com/track/6FPTqFGhgWVtHjsQb4RoKA,17,17,6FPTqFGhgWVtHjsQb4RoKA,0.916,0.598,0.269,https://api.spotify.com/v1/audio-analysis/6FPTqFGhgWVtHjsQb4RoKA,169947,6FPTqFGhgWVtHjsQb4RoKA,0.0,5,0.0962,-7.447,1,0.286,98.019,4,https://api.spotify.com/v1/tracks/6FPTqFGhgWVtHjsQb4RoKA,audio_features,spotify:track:6FPTqFGhgWVtHjsQb4RoKA,0.272,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
89,17,90,Zumba Cafew,Soso Maness,450312,https://open.spotify.com/track/151bDsReVEMrnmY91Fir0p,17,18,151bDsReVEMrnmY91Fir0p,0.801,0.778,0.368,https://api.spotify.com/v1/audio-analysis/151bDsReVEMrnmY91Fir0p,294373,151bDsReVEMrnmY91Fir0p,0.0,1,0.158,-4.259,1,0.267,86.005,4,https://api.spotify.com/v1/tracks/151bDsReVEMrnmY91Fir0p,audio_features,spotify:track:151bDsReVEMrnmY91Fir0p,0.483,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
95,18,96,Fils de voyou,Soso Maness,436477,https://open.spotify.com/track/3ka9i5wAUIjpzNJlyXm3Bu,17,19,3ka9i5wAUIjpzNJlyXm3Bu,0.769,0.781,0.196,https://api.spotify.com/v1/audio-analysis/3ka9i5wAUIjpzNJlyXm3Bu,150067,3ka9i5wAUIjpzNJlyXm3Bu,0.0,6,0.173,-5.679,0,0.289,94.086,4,https://api.spotify.com/v1/tracks/3ka9i5wAUIjpzNJlyXm3Bu,audio_features,spotify:track:3ka9i5wAUIjpzNJlyXm3Bu,0.501,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
107,19,108,Clair-obscur,Soso Maness,409921,https://open.spotify.com/track/5opWcV1B8wZFU7beXuXSps,17,20,5opWcV1B8wZFU7beXuXSps,0.74,0.599,0.206,https://api.spotify.com/v1/audio-analysis/5opWcV1B8wZFU7beXuXSps,155253,5opWcV1B8wZFU7beXuXSps,0.0,0,0.106,-7.117,0,0.254,121.621,4,https://api.spotify.com/v1/tracks/5opWcV1B8wZFU7beXuXSps,audio_features,spotify:track:5opWcV1B8wZFU7beXuXSps,0.137,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
109,20,110,Sur la tête de mon ex,Soso Maness,407125,https://open.spotify.com/track/16hYZyrObqi0k9xtaOO4O7,17,21,16hYZyrObqi0k9xtaOO4O7,0.861,0.692,0.0469,https://api.spotify.com/v1/audio-analysis/16hYZyrObqi0k9xtaOO4O7,159147,16hYZyrObqi0k9xtaOO4O7,0.0,7,0.16,-5.321,1,0.112,126.017,4,https://api.spotify.com/v1/tracks/16hYZyrObqi0k9xtaOO4O7,audio_features,spotify:track:16hYZyrObqi0k9xtaOO4O7,0.535,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
111,21,112,Réveiller,Soso Maness,400912,https://open.spotify.com/track/2qRonGsMM4DWiSWO8wFKUe,17,22,2qRonGsMM4DWiSWO8wFKUe,0.753,0.531,0.229,https://api.spotify.com/v1/audio-analysis/2qRonGsMM4DWiSWO8wFKUe,166453,2qRonGsMM4DWiSWO8wFKUe,0.0,1,0.167,-7.059,1,0.222,90.076,4,https://api.spotify.com/v1/tracks/2qRonGsMM4DWiSWO8wFKUe,audio_features,spotify:track:2qRonGsMM4DWiSWO8wFKUe,0.578,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
125,22,126,J'aimerais tellement te dire,Soso Maness,365708,https://open.spotify.com/track/206F1A1ywyzsTktFlE85sb,17,23,206F1A1ywyzsTktFlE85sb,0.832,0.444,0.341,https://api.spotify.com/v1/audio-analysis/206F1A1ywyzsTktFlE85sb,224907,206F1A1ywyzsTktFlE85sb,0.0,5,0.0912,-8.955,0,0.125,120.078,4,https://api.spotify.com/v1/tracks/206F1A1ywyzsTktFlE85sb,audio_features,spotify:track:206F1A1ywyzsTktFlE85sb,0.237,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
154,23,155,Interlude (ô Baumettes),Soso Maness,327648,https://open.spotify.com/track/2k0ZWI1zt2WtajaAnf7Vjb,17,24,2k0ZWI1zt2WtajaAnf7Vjb,0.764,0.263,0.834,https://api.spotify.com/v1/audio-analysis/2k0ZWI1zt2WtajaAnf7Vjb,184293,2k0ZWI1zt2WtajaAnf7Vjb,0.0,3,0.102,-9.538,0,0.0824,86.555,5,https://api.spotify.com/v1/tracks/2k0ZWI1zt2WtajaAnf7Vjb,audio_features,spotify:track:2k0ZWI1zt2WtajaAnf7Vjb,0.631,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
156,24,157,Avec le temps,Soso Maness,326271,https://open.spotify.com/track/0lQwbWKIuBxK5L4syNB1LZ,17,25,0lQwbWKIuBxK5L4syNB1LZ,0.884,0.552,0.124,https://api.spotify.com/v1/audio-analysis/0lQwbWKIuBxK5L4syNB1LZ,184920,0lQwbWKIuBxK5L4syNB1LZ,0.0,7,0.0509,-8.174,0,0.278,99.989,4,https://api.spotify.com/v1/tracks/0lQwbWKIuBxK5L4syNB1LZ,audio_features,spotify:track:0lQwbWKIuBxK5L4syNB1LZ,0.368,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
164,25,165,Outro,Soso Maness,317980,https://open.spotify.com/track/2ZuzQB7OfIY3OocxwI0DNU,17,26,2ZuzQB7OfIY3OocxwI0DNU,0.642,0.547,0.599,https://api.spotify.com/v1/audio-analysis/2ZuzQB7OfIY3OocxwI0DNU,142307,2ZuzQB7OfIY3OocxwI0DNU,0.0,1,0.116,-9.209,1,0.374,100.046,4,https://api.spotify.com/v1/tracks/2ZuzQB7OfIY3OocxwI0DNU,audio_features,spotify:track:2ZuzQB7OfIY3OocxwI0DNU,0.133,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
172,26,173,Het gaat goed,Soso Maness,308451,https://open.spotify.com/track/0E973aO7RnsR82rkYhOVu2,17,27,0E973aO7RnsR82rkYhOVu2,0.853,0.716,0.325,https://api.spotify.com/v1/audio-analysis/0E973aO7RnsR82rkYhOVu2,144560,0E973aO7RnsR82rkYhOVu2,0.0,2,0.102,-6.143,1,0.344,87.993,4,https://api.spotify.com/v1/tracks/0E973aO7RnsR82rkYhOVu2,audio_features,spotify:track:0E973aO7RnsR82rkYhOVu2,0.493,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
192,27,193,Madame Maness,Soso Maness,290460,https://open.spotify.com/track/63UUJvLMwu7mokDPe7KQS2,17,28,63UUJvLMwu7mokDPe7KQS2,0.732,0.567,0.678,https://api.spotify.com/v1/audio-analysis/63UUJvLMwu7mokDPe7KQS2,219120,63UUJvLMwu7mokDPe7KQS2,0.0,1,0.0922,-6.957,0,0.113,124.957,4,https://api.spotify.com/v1/tracks/63UUJvLMwu7mokDPe7KQS2,audio_features,spotify:track:63UUJvLMwu7mokDPe7KQS2,0.304,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
2,28,3,La Seleçao,Alonzo,2363137,https://open.spotify.com/track/2vd2HEhrkafOi2uveHjzzh,1,29,2vd2HEhrkafOi2uveHjzzh,0.825,0.878,0.128,https://api.spotify.com/v1/audio-analysis/2vd2HEhrkafOi2uveHjzzh,197520,2vd2HEhrkafOi2uveHjzzh,8.94e-05,9,0.0963,-5.485,0,0.186,126.994,4,https://api.spotify.com/v1/tracks/2vd2HEhrkafOi2uveHjzzh,audio_features,spotify:track:2vd2HEhrkafOi2uveHjzzh,0.847,"['francoton', 'french hip hop', 'french pop', 'pop urbaine', 'rap francais', 'rap marseille']"
5,29,6,Afro Trap Part. 11 (King Kong),MHD,1737407,https://open.spotify.com/track/62nJqZs3Qs7DGUto35dVUv,1,30,62nJqZs3Qs7DGUto35dVUv,0.92,0.864,0.0616,https://api.spotify.com/v1/audio-analysis/62nJqZs3Qs7DGUto35dVUv,154253,62nJqZs3Qs7DGUto35dVUv,0.0,7,0.0944,-3.783,1,0.287,123.986,4,https://api.spotify.com/v1/tracks/62nJqZs3Qs7DGUto35dVUv,audio_features,spotify:track:62nJqZs3Qs7DGUto35dVUv,0.666,"['francoton', 'french hip hop', 'pop urbaine']"
7,30,8,Le temps,Tayc,1496446,https://open.spotify.com/track/360oH1CqXe9XXzbbi6hvyr,1,31,360oH1CqXe9XXzbbi6hvyr,0.594,0.597,0.105,https://api.spotify.com/v1/audio-analysis/360oH1CqXe9XXzbbi6hvyr,197241,360oH1CqXe9XXzbbi6hvyr,0.000103,6,0.0748,-6.084,1,0.165,201.906,4,https://api.spotify.com/v1/tracks/360oH1CqXe9XXzbbi6hvyr,audio_features,spotify:track:360oH1CqXe9XXzbbi6hvyr,0.639,"['francoton', 'pop urbaine']"
9,31,10,Vroum Vroum,Moha K,1452826,https://open.spotify.com/track/6sRPU30pj9A6G1pBXqzQkM,1,32,6sRPU30pj9A6G1pBXqzQkM,0.758,0.591,0.556,https://api.spotify.com/v1/audio-analysis/6sRPU30pj9A6G1pBXqzQkM,186197,6sRPU30pj9A6G1pBXqzQkM,0.0,11,0.0847,-7.749,0,0.0444,116.992,4,https://api.spotify.com/v1/tracks/6sRPU30pj9A6G1pBXqzQkM,audio_features,spotify:track:6sRPU30pj9A6G1pBXqzQkM,0.55,"['francoton', 'pop urbaine']"
10,32,11,Jolie madame (feat. Ronisia),Joé Dwèt Filé,1330565,https://open.spotify.com/track/6gblTHN7eKFPvm4XxnYhl8,1,33,6gblTHN7eKFPvm4XxnYhl8,0.756,0.563,0.276,https://api.spotify.com/v1/audio-analysis/6gblTHN7eKFPvm4XxnYhl8,184067,6gblTHN7eKFPvm4XxnYhl8,1.02e-06,1,0.138,-6.44,1,0.0826,159.985,4,https://api.spotify.com/v1/tracks/6gblTHN7eKFPvm4XxnYhl8,audio_features,spotify:track:6gblTHN7eKFPvm4XxnYhl8,0.88,"['francoton', 'pop urbaine']"
13,33,14,Iko Iko (My Bestie),Justin Wellington,1184005,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i,1,34,7MC4XR9M9amdmKQr2iDF7i,0.862,0.753,0.131,https://api.spotify.com/v1/audio-analysis/7MC4XR9M9amdmKQr2iDF7i,182857,7MC4XR9M9amdmKQr2iDF7i,2.01e-06,5,0.077,-5.356,1,0.0625,105.039,4,https://api.spotify.com/v1/tracks/7MC4XR9M9amdmKQr2iDF7i,audio_features,spotify:track:7MC4XR9M9amdmKQr2iDF7i,0.827,"['melanesian pop', 'pacific islands pop', 'png pop']"
18,34,19,A Un Paso De La Luna - Remix,Reik,1071504,https://open.spotify.com/track/6EQR7Y5vVZFiPD0RUECIDv,1,35,6EQR7Y5vVZFiPD0RUECIDv,0.791,0.915,0.0622,https://api.spotify.com/v1/audio-analysis/6EQR7Y5vVZFiPD0RUECIDv,194262,6EQR7Y5vVZFiPD0RUECIDv,0.0,10,0.244,-2.48,1,0.0809,121.948,4,https://api.spotify.com/v1/tracks/6EQR7Y5vVZFiPD0RUECIDv,audio_features,spotify:track:6EQR7Y5vVZFiPD0RUECIDv,0.732,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
19,35,20,Eté 90,Therapie TAXI,1051398,https://open.spotify.com/track/1p9dxTMtG4gZpLp7yzvT54,1,36,1p9dxTMtG4gZpLp7yzvT54,0.649,0.618,0.0215,https://api.spotify.com/v1/audio-analysis/1p9dxTMtG4gZpLp7yzvT54,192613,1p9dxTMtG4gZpLp7yzvT54,1.16e-06,9,0.0911,-7.691,1,0.0779,92.02,4,https://api.spotify.com/v1/tracks/1p9dxTMtG4gZpLp7yzvT54,audio_features,spotify:track:1p9dxTMtG4gZpLp7yzvT54,0.381,"['french indie pop', 'french indietronica', 'french pop', 'new french touch', 'nouvelle chanson francaise']"
20,36,21,Casanova,Were-vana,1046982,https://open.spotify.com/track/5xriTc82DdSAGToWcixBKf,1,37,5xriTc82DdSAGToWcixBKf,0.711,0.848,0.465,https://api.spotify.com/v1/audio-analysis/5xriTc82DdSAGToWcixBKf,172146,5xriTc82DdSAGToWcixBKf,0.0,6,0.123,-6.125,0,0.115,97.176,4,https://api.spotify.com/v1/tracks/5xriTc82DdSAGToWcixBKf,audio_features,spotify:track:5xriTc82DdSAGToWcixBKf,0.531,"['rap antillais', 'zouk riddim']"
21,37,22,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,1044717,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI,1,38,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0.321,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4iJyoBOLtHqaGxP12qzhQI,0.0,0,0.42,-6.181,1,0.119,90.03,4,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,audio_features,spotify:track:4iJyoBOLtHqaGxP12qzhQI,0.464,"['canadian pop', 'pop', 'post-teen pop']"
22,38,23,Calabria (feat. Lujavo & Nito-Onna),DMNDS,1022176,https://open.spotify.com/track/3M89zvwwb1jtDUDKYNsdiA,1,39,3M89zvwwb1jtDUDKYNsdiA,0.727,0.904,0.0153,https://api.spotify.com/v1/audio-analysis/3M89zvwwb1jtDUDKYNsdiA,128500,3M89zvwwb1jtDUDKYNsdiA,0.55,10,0.0963,-3.408,0,0.064,124.02,4,https://api.spotify.com/v1/tracks/3M89zvwwb1jtDUDKYNsdiA,audio_features,spotify:track:3M89zvwwb1jtDUDKYNsdiA,0.372,[]
24,39,25,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,1014577,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl,1,40,4cG7HUWYHBV6R6tHn1gxrl,0.824,0.862,0.0076,https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl,169153,4cG7HUWYHBV6R6tHn1gxrl,0.000132,2,0.303,-3.424,1,0.126,122.98,4,https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl,audio_features,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,0.801,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']"
25,40,26,Sapapaya,L'Algérino,1006028,https://open.spotify.com/track/4IvNSJPXA59xpA6G3XxCuR,1,41,4IvNSJPXA59xpA6G3XxCuR,0.697,0.688,0.187,https://api.spotify.com/v1/audio-analysis/4IvNSJPXA59xpA6G3XxCuR,215187,4IvNSJPXA59xpA6G3XxCuR,0.0,6,0.0869,-5.777,0,0.351,113.33,4,https://api.spotify.com/v1/tracks/4IvNSJPXA59xpA6G3XxCuR,audio_features,spotify:track:4IvNSJPXA59xpA6G3XxCuR,0.645,"['francoton', 'french hip hop', 'pop urbaine', 'rap algerien', 'rap marseille']"
104,41,105,Cette fille,Luv Resval,413806,https://open.spotify.com/track/1q9UfGqscV5U8fqleN3qzK,7,42,1q9UfGqscV5U8fqleN3qzK,0.839,0.553,0.717,https://api.spotify.com/v1/audio-analysis/1q9UfGqscV5U8fqleN3qzK,234973,1q9UfGqscV5U8fqleN3qzK,4.38e-05,2,0.17,-7.269,1,0.227,99.994,4,https://api.spotify.com/v1/tracks/1q9UfGqscV5U8fqleN3qzK,audio_features,spotify:track:1q9UfGqscV5U8fqleN3qzK,0.362,"['french hip hop', 'pop urbaine', 'rap francais']"
129,42,130,"MPC, Part II (La rivière)",Luv Resval,355637,https://open.spotify.com/track/0gqN3L5zAYN3OFHUB1g6QO,7,43,0gqN3L5zAYN3OFHUB1g6QO,0.828,0.57,0.66,https://api.spotify.com/v1/audio-analysis/0gqN3L5zAYN3OFHUB1g6QO,328867,0gqN3L5zAYN3OFHUB1g6QO,2.17e-06,10,0.301,-5.292,0,0.217,92.012,4,https://api.spotify.com/v1/tracks/0gqN3L5zAYN3OFHUB1g6QO,audio_features,spotify:track:0gqN3L5zAYN3OFHUB1g6QO,0.566,"['french hip hop', 'pop urbaine', 'rap francais']"
152,43,153,Tout s'en va,Luv Resval,333735,https://open.spotify.com/track/0cf1gWT1VpWrxxgjjIiH4V,7,44,0cf1gWT1VpWrxxgjjIiH4V,0.835,0.727,0.476,https://api.spotify.com/v1/audio-analysis/0cf1gWT1VpWrxxgjjIiH4V,197373,0cf1gWT1VpWrxxgjjIiH4V,0.0,1,0.115,-6.821,1,0.0626,117.965,4,https://api.spotify.com/v1/tracks/0cf1gWT1VpWrxxgjjIiH4V,audio_features,spotify:track:0cf1gWT1VpWrxxgjjIiH4V,0.533,"['french hip hop', 'pop urbaine', 'rap francais']"
157,44,158,Les Borgia,Luv Resval,326023,https://open.spotify.com/track/30xezgodRAxpEf28kkikx3,7,45,30xezgodRAxpEf28kkikx3,0.762,0.742,0.288,https://api.spotify.com/v1/audio-analysis/30xezgodRAxpEf28kkikx3,176800,30xezgodRAxpEf28kkikx3,0.000132,10,0.185,-8.383,0,0.406,133.952,4,https://api.spotify.com/v1/tracks/30xezgodRAxpEf28kkikx3,audio_features,spotify:track:30xezgodRAxpEf28kkikx3,0.463,"['french hip hop', 'pop urbaine', 'rap francais']"
